months	alive	dead	censored
133	3	0	0
134	3	0	0
135	3	0	0
136	3	0	0
137	3	0	0
138	3	0	0
139	3	0	0
140	3	0	0
141	3	0	0
142	3	0	0
143	3	0	0
144	3	0	0
145	3	0	0
146	3	0	0
147	3	0	0
148	3	0	0
149	3	0	0
150	3	0	0
151	3	0	0
152	3	0	0
153	3	0	0
154	3	0	0
155	3	0	0
156	3	0	0
157	3	0	0
158	3	0	0
159	3	0	0
160	3	0	0
161	3	0	0
162	3	0	0
163	3	0	0
164	3	0	0
165	3	0	0
166	3	0	0
167	3	0	0
168	3	0	0
169	3	0	0
170	3	0	0
171	3	0	0
172	3	0	0
173	3	0	0
174	3	0	0
175	3	0	0
176	3	0	0
177	3	0	0
178	3	0	0
179	3	0	0
180	3	0	0
181	3	0	0
182	3	0	0
183	3	0	0
184	3	1	0
185	2	0	0
186	2	0	0
187	2	0	0
188	2	0	0
189	2	0	0
190	2	0	0
191	2	0	0
192	2	0	0
193	2	0	0
194	2	0	0
195	2	0	0
196	2	0	0
197	2	0	0
198	2	0	0
199	2	0	0
200	2	0	0
201	2	0	0
202	2	0	0
203	2	0	0
204	2	0	0
205	2	0	0
206	2	0	0
207	2	0	0
208	2	0	0
209	2	0	0
210	2	0	0
211	2	0	0
212	2	0	0
213	2	0	0
214	2	0	0
215	2	0	0
216	2	0	0
217	2	0	0
218	2	0	0
219	2	0	0
220	2	0	0
221	2	0	0
222	2	0	0
223	2	0	0
224	2	0	0
225	2	0	0
226	2	0	0
227	2	0	0
228	2	0	0
229	2	0	0
230	2	0	0
231	2	0	0
232	2	0	0
233	2	0	0
234	2	0	0
235	2	0	0
236	2	0	0
237	2	0	0
238	2	0	0
239	2	0	0
240	2	0	0
241	2	0	0
242	2	0	0
243	2	0	0
244	2	0	0
245	2	0	0
246	2	0	0
247	2	0	0
248	2	0	0
249	2	0	0
250	2	0	0
251	2	0	0
252	2	0	0
253	2	0	0
254	2	0	0
255	2	0	0
256	2	0	0
257	2	0	0
258	2	0	0
259	2	0	0
260	2	1	0
261	1	0	0
262	1	0	0
263	1	0	0
264	1	0	0
265	1	0	0
266	1	0	0
267	1	0	0
268	1	0	0
269	1	0	0
270	1	0	0
271	1	0	0
272	1	0	0
273	1	0	0
274	1	0	0
275	1	0	0
276	1	0	0
277	1	0	0
278	1	0	0
279	1	0	0
280	1	0	0
281	1	0	0
282	1	0	0
283	1	0	0
284	1	0	0
285	1	0	0
286	1	0	0
287	1	0	0
288	1	0	0
289	1	0	0
290	1	0	0
291	1	0	0
292	1	0	0
293	1	0	0
294	1	1	0
295	0	0	0
296	0	0	0
297	0	0	0
298	0	0	0
299	0	0	0
300	0	0	0
301	0	0	0
302	0	0	0
303	0	0	0
304	0	0	0
305	0	0	0
306	0	0	0
307	0	0	0
308	0	0	0
309	0	0	0
310	0	0	0
311	0	0	0
312	0	0	0
313	0	0	0
314	0	0	0
315	0	0	0
316	0	0	0
317	0	0	0
318	0	0	0
319	0	0	0
320	0	0	0
321	0	0	0
322	0	0	0
323	0	0	0
324	0	0	0
325	0	0	0
326	0	0	0
327	0	0	0
328	0	0	0
329	0	0	0
330	0	0	0
331	0	0	0
332	0	0	0
333	0	0	0
334	0	0	0
335	0	0	0
336	0	0	0
337	0	0	0
338	0	0	0
339	0	0	0
340	0	0	0
341	0	0	0
342	0	0	0
343	0	0	0
344	0	0	0
345	0	0	0
346	0	0	0
347	0	0	0
348	0	0	0
349	0	0	0
350	0	0	0
351	0	0	0
352	0	0	0
353	0	0	0
354	0	0	0
355	0	0	0
356	0	0	0
357	0	0	0
358	0	0	0
359	0	0	0
360	0	0	0
